Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c9680248,No,Not at Intersection,No,2022,Qtr 2,April,21,1899-12-30 17:18:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Collector,17,Not at Intersection,Hanover County,37.69192,-77.4407,Urban,Spring,April,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-1261S (HANOVER COUNTY),LEADBETTER RD,No,"",16,Male,15 - 20 Y.O.,ped8077121,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Angle,No,No,Yes - Working,0.05,1261,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c3977853,No,Not at Intersection,No,2022,Qtr 2,April,22,1899-12-30 09:07:00,Injury Crash,Friday,Daytime,Yes,1,No,No,"",9,Not at Intersection,Henrico County,37.60419,-77.43976,Urban,Spring,April,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,WILLOMETT AVE (PR - HENRICO COUNTY),WILLOMETT AVE,No,"",50,Female,36 - 50 Y.O.,ped4025720,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Rear End,No,No,No Traffic Control Device Present,0.28,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c7378785,No,Not at Intersection,No,2022,Qtr 2,April,23,1899-12-30 22:10:00,Injury Crash,Saturday,Nighttime,No,0,No,No,Minor Collector,22,Not at Intersection,Dinwiddie County,37.14734,-77.57283,Rural,Spring,April,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-613E (DINWIDDIE COUNTY),WHITE OAK RD,No,"",39,Male,36 - 50 Y.O.,ped2732652,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,22.77,613,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c1680332,No,Not at Intersection,No,2022,Qtr 2,April,24,1899-12-30 17:07:00,Injury Crash,Sunday,Daytime,No,0,No,No,Local,17,Not at Intersection,Botetourt County,37.52622,-79.68324,Rural,Spring,April,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-1305S (BOTETOURT COUNTY),LOWE ST,No,"",70,Male,65 and over Y.O.,ped4197991,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,Buchanan,Single Vehicle Crashes,Backed Into,No,No,No Traffic Control Device Present,0.31,1305,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2967040,No,Not at Intersection,No,2022,Qtr 2,April,26,1899-12-30 09:20:00,Fatal Crash,Tuesday,Daytime,Yes,0,No,No,Minor Arterial,9,Not at Intersection,Henrico County,37.59498,-77.52935,Urban,Spring,April,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,CR-7538E (HENRICO COUNTY),MONUMENT AVE,No,HORSEPEN RD,61,Male,51 - 64 Y.O.,ped4655995,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.1,7538,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c9733643,No,Not at Intersection,No,2022,Qtr 2,April,26,1899-12-30 20:41:00,Fatal Crash,Tuesday,Nighttime,No,0,No,No,Interstate,20,Not at Intersection,Augusta County,38.03284,-78.86471,Rural,Spring,April,No,1,0,1,0,Yes,Interchange Area,On Entrance/Exit Ramp,US-250U RAMP 73A,I-64 RAMP,No,"",50,Female,36 - 50 Y.O.,ped3038951,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,Fog,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.23,64,"Two-Way, Divided, Positive Median Barrier",Grade - Curve,No Defects,Dry,1,No,No
c6399063,No,Not at Intersection,No,2022,Qtr 2,May,2,1899-12-30 10:15:00,Injury Crash,Monday,Daytime,No,0,No,No,"",10,Not at Intersection,Arlington County,38.85436,-77.10448,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,"",FOUR MILE RUN DR ACCESS,No,"",4,Female,under 15 Y.O.,ped6662146,Playing In Roadway,Playing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,,,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2783762,No,Not at Intersection,No,2022,Qtr 2,May,2,1899-12-30 15:33:00,Injury Crash,Monday,Daytime,Yes,0,No,No,Other Principal Arterial,15,Not at Intersection,Henrico County,37.63663,-77.51143,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-33W,STAPLES MILL RD,No,"",44,Female,36 - 50 Y.O.,ped4518813,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,128.17,33,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c6499578,No,Not at Intersection,No,2022,Qtr 2,May,3,1899-12-30 09:49:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,9,Not at Intersection,Richmond City,37.4742,-77.46936,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-7691S (CITY OF RICHMOND),WARWICK RD,No,"",27,Female,21 - 35 Y.O.,ped1862828,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.02,7691,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,2,No,No
c1890153,No,Not at Intersection,No,2022,Qtr 2,May,3,1899-12-30 16:00:00,Injury Crash,Tuesday,Daytime,Yes,1,No,No,Minor Arterial,16,Not at Intersection,Smyth County,36.82288,-81.47398,Rural,Spring,May,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,VA-16N,HIGHWAY SIXTEEN,No,"",44,Male,36 - 50 Y.O.,ped0123355,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Multiple Vehicle Crashes,Rear End,No,No,Yes - Working,30.17,16,"Two-Way, Not Divided",Curve - Level,No Defects,Dry,2,No,No
c6961184,No,Not at Intersection,No,2022,Qtr 2,May,13,1899-12-30 23:48:00,Injury Crash,Friday,Nighttime,No,0,No,No,Local,23,Not at Intersection,Prince William County,38.61638,-77.28617,Urban,Spring,May,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-4020W (PRINCE WILLIAM COUNTY),VANTAGE DR,No,"",5,Female,under 15 Y.O.,ped0436032,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,Rain,No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,0.08,4020,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c3196085,No,Not at Intersection,No,2022,Qtr 2,May,14,1899-12-30 13:50:00,Injury Crash,Saturday,Daytime,No,0,No,No,Minor Arterial,13,Not at Intersection,Franklin County,36.94884,-79.94673,Rural,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-40W,FRANKLIN ST,No,"",50,Male,36 - 50 Y.O.,ped1148285,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,27.06,40,"Two-Way, Not Divided",Curve - Level,No Defects,Dry,1,No,No
c6030455,No,Not at Intersection,No,2022,Qtr 2,May,14,1899-12-30 16:25:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,16,Not at Intersection,Roanoke County,37.27809,-79.89786,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,CLEVELAND AVE (PR - TOWN OF VINTON),CLEVELAND AVE,No,"",80,Female,65 and over Y.O.,ped8788976,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,Vinton,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.47,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6165579,No,Not at Intersection,No,2022,Qtr 2,May,17,1899-12-30 13:59:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Other Principal Arterial,13,Not at Intersection,Fairfax County,38.85853,-77.14414,Urban,Spring,May,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,VA-7W,LEESBURG PIKE,No,"",46,Female,36 - 50 Y.O.,ped7887577,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,66.14,7,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c6078740,No,Not at Intersection,No,2022,Qtr 2,May,18,1899-12-30 19:21:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Minor Arterial,19,Not at Intersection,Richmond City,37.49042,-77.48509,Urban,Spring,May,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,WARWICK RD (PR - CITY OF RICHMOND),WARWICK RD,No,"",7,Female,under 15 Y.O.,ped1434556,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Not Applicable,Not Applicable,Serious Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,2.25,,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c1475611,No,Not at Intersection,No,2022,Qtr 2,May,19,1899-12-30 11:00:00,Injury Crash,Thursday,Daytime,No,0,No,No,Major Collector,11,Not at Intersection,Rockbridge County,37.89982,-79.2533,Rural,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-11S,LEE HWY,No,"",49,Male,36 - 50 Y.O.,ped0692747,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2022,Lane Closure,Activity Area,No Adverse Condition (Clear/Cloud),Reduced Speed - Work Zone,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,216.54,11,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,Yes
c9063015,No,Not at Intersection,No,2022,Qtr 2,May,22,1899-12-30 12:04:00,Injury Crash,Sunday,Daytime,No,0,No,No,Major Collector,12,Not at Intersection,Roanoke City,37.28125,-79.96492,Urban,Spring,May,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,LOUDON AVE NW (NP - CITY OF ROANOKE),LOUDON AVE,No,"",7,Female,under 15 Y.O.,ped9401917,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,1.01,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7834595,No,Not at Intersection,No,2022,Qtr 2,May,23,1899-12-30 15:34:00,Injury Crash,Monday,Daytime,No,0,No,No,"",15,Not at Intersection,James City County,37.42679,-76.79515,Rural,Spring,May,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,WAR ADMIRAL (NP - JAMES CITY COUNTY),GOLDENROD CT,No,"",45,Male,36 - 50 Y.O.,ped1165027,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,0.08,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c3060160,No,Not at Intersection,No,2022,Qtr 2,May,27,1899-12-30 18:47:00,Injury Crash,Friday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Prince William County,38.68216,-77.33668,Urban,Spring,May,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-2423E (PRINCE WILLIAM COUNTY),CHAMBORD LN,No,"",26,Male,21 - 35 Y.O.,ped7686933,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.09,2423,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c3540715,No,Not at Intersection,No,2022,Qtr 2,May,28,1899-12-30 16:40:00,Fatal Crash,Saturday,Daytime,No,0,No,No,Other Principal Arterial,16,Not at Intersection,Va. Beach City,36.84187,-76.08702,Urban,Spring,May,No,1,0,1,0,Yes,Interchange Area,Main-Line Roadway,US-58E,VIRGINIA BEACH BLVD,No,"",63,Female,51 - 64 Y.O.,ped8946598,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,503.99,58,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c3780193,No,Not at Intersection,No,2022,Qtr 2,May,28,1899-12-30 20:46:00,Injury Crash,Saturday,Nighttime,No,0,No,No,Local,20,Not at Intersection,Portsmouth City,36.82885,-76.33564,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,HOWARD ST (NP - CITY OF PORTSMOUTH),HOWARD ST,No,"",22,Male,21 - 35 Y.O.,ped7179059,Standing In Roadway,Standing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,0.09,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7064911,No,Not at Intersection,No,2022,Qtr 2,May,30,1899-12-30 18:24:00,Injury Crash,Monday,Nighttime,No,0,No,No,"",18,Not at Intersection,Arlington County,38.85415,-77.05541,Urban,Spring,May,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,22ND ST S (NP - ARLINGTON COUNTY),22ND ST,No,"",41,Male,36 - 50 Y.O.,ped8799218,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.14,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0869546,No,Not at Intersection,No,2022,Qtr 2,May,30,1899-12-30 20:00:00,Injury Crash,Monday,Nighttime,No,0,No,No,Major Collector,20,Not at Intersection,Fairfax County,38.96478,-77.40805,Urban,Spring,May,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,SC-5050W (FAIRFAX COUNTY),PARCHER AVE,Yes,"",8,Male,under 15 Y.O.,ped2410439,Playing In Roadway,Playing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.33,5050,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,Yes,No
c8505823,No,Not at Intersection,No,2022,Qtr 2,May,31,1899-12-30 16:15:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,16,Not at Intersection,Chesterfield County,37.2348,-77.44014,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-36W,RIVER RD,No,"",14,Male,under 15 Y.O.,ped3402727,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,4.26,36,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7341444,No,Not at Intersection,No,2022,Qtr 2,May,31,1899-12-30 20:14:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,"",20,Not at Intersection,Fairfax City,38.86636,-77.27124,Urban,Spring,May,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,BLAKE LN (NP - FAIRFAX COUNTY),BLAKE LN,No,"",15,Male,15 - 20 Y.O.,ped1961287,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Other,No,No,No Traffic Control Device Present,0.03,,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c0856632,No,Not at Intersection,No,2022,Qtr 2,May,31,1899-12-30 23:26:00,Fatal Crash,Tuesday,Nighttime,No,0,No,No,Minor Arterial,23,Not at Intersection,Spotsylvania County,38.28099,-77.55411,Urban,Spring,May,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,SC-620E (SPOTSYLVANIA COUNTY),HARRISON RD,No,"",,Male,Null Age Group,ped1070077,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Missing,9.85,620,"Two-Way, Not Divided",Straight - Level,Other,Dry,1,No,No
c6320073,No,Not at Intersection,No,2022,Qtr 2,June,1,1899-12-30 17:58:00,Injury Crash,Wednesday,Daytime,Yes,0,No,No,"",17,Not at Intersection,Loudoun County,39.03605,-77.50089,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,JUNCTION PLZ (NP - LOUDOUN COUNTY),JUNCTION PLZ,No,"",50,Female,36 - 50 Y.O.,ped3275431,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.39,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0590387,No,Not at Intersection,No,2022,Qtr 2,June,1,1899-12-30 21:04:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Local,21,Not at Intersection,Lynchburg City,37.37985,-79.1832,Urban,Summer,June,No,0,1,0,1,Yes,Other Location,"Driveway, Alley-Access - Related",TOLEDO AVE (NP - CITY OF LYNCHBURG),TOLEDO AVE,No,"",9,Male,under 15 Y.O.,ped2976434,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.01,,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c3419051,No,Not at Intersection,No,2022,Qtr 2,June,2,1899-12-30 06:37:00,Fatal Crash,Thursday,Daytime,No,0,No,No,Other Freeways and Expressways,6,Not at Intersection,Richmond City,37.53386,-77.50767,Urban,Summer,June,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,VA-76N,POWHITE PKWY,No,"",,Male,Null Age Group,ped2192649,Other,Other,Not Applicable,Not Applicable,Not Applicable,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,10.85,76,"Two-Way, Divided, Positive Median Barrier",Curve - Level,No Defects,Dry,1,No,No
c5551298,No,Not at Intersection,No,2022,Qtr 2,June,4,1899-12-30 10:55:00,Injury Crash,Saturday,Daytime,No,0,No,No,Other Principal Arterial,10,Not at Intersection,Stafford County,38.47985,-77.38773,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-1N,JEFFERSON DAVIS HWY,No,"",21,Male,21 - 35 Y.O.,ped3705516,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,161.27,1,"Two-Way, Not Divided",Curve - Level,No Defects,Dry,1,No,No
c7984250,No,Not at Intersection,No,2022,Qtr 2,June,4,1899-12-30 11:34:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,11,Not at Intersection,Suffolk City,36.85391,-76.46657,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,NEWINGTON PL (PR - CITY OF SUFFOLK),NEWINGTON PL,No,"",3,Male,under 15 Y.O.,ped8529960,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.2,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2617648,No,Not at Intersection,No,2022,Qtr 2,June,4,1899-12-30 20:40:00,Injury Crash,Saturday,Nighttime,No,0,No,No,Other Principal Arterial,20,Not at Intersection,Norfolk City,36.85601,-76.21787,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-58E,VIRGINIA BEACH BLVD,No,"",14,Male,under 15 Y.O.,ped4124755,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,496.49,58,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c5080781,No,Not at Intersection,No,2022,Qtr 2,June,6,1899-12-30 11:00:00,Injury Crash,Monday,Daytime,No,0,No,No,Other Principal Arterial,11,Four Approaches,Richmond City,37.51789,-77.4489,Urban,Summer,June,No,0,3,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,US-360W,HULL ST,No,"",18,Female,15 - 20 Y.O.,ped8016759,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,139.05,360,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c4639306,No,Not at Intersection,No,2022,Qtr 2,June,6,1899-12-30 12:36:00,Injury Crash,Monday,Daytime,No,0,No,No,Minor Arterial,12,Not at Intersection,Emporia City,36.69587,-77.53794,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,US-301N,MAIN ST,No,"",61,Male,51 - 64 Y.O.,ped4100357,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,10.89,301,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c9436372,No,Not at Intersection,No,2022,Qtr 2,June,7,1899-12-30 03:50:00,Fatal Crash,Tuesday,Nighttime,No,0,No,No,Other Principal Arterial,3,Not at Intersection,Bedford County,37.349,-79.5795,Urban,Summer,June,No,1,0,1,0,Yes,Interchange Area,Main-Line Roadway,US-460E,LYNCHBURG SALEM TPKE,No,"",72,Male,65 and over Y.O.,ped2154331,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,179.44,460,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
